tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold
0,2_padrao,1,0.4607,0.4181,0.595,0.595,80,0.4,0,-404.82,960.0,555.18,12.0,90.0
1,2_padrao,1,0.3926,0.359,0.6,0.56,80,0.4,0,-854.34,1920.0,1065.66,12.0,90.0
2,2_padrao,1,0.3491,0.3215,0.565,0.495,80,0.4,0,-1348.34,2880.0,1531.66,12.0,90.0
3,2_padrao,1,0.3121,0.2905,0.49,0.375,80,0.4,0,-1875.82,3840.0,1964.18,12.0,90.0
4,2_padrao,1,0.2819,0.2652,0.385,0.35,80,0.4,0,-2469.83,4800.0,2330.17,12.0,90.0
5,2_padrao,1,0.2573,0.2446,0.355,0.23,80,0.4,0,-3091.44,5760.0,2668.56,12.0,90.0
6,2_padrao,1,0.2377,0.228,0.235,0.215,80,0.4,0,-3756.58,6720.0,2963.42,12.0,90.0
7,2_padrao,1,0.2214,0.2142,0.215,0.215,80,0.4,0,-4437.15,7680.0,3242.85,12.0,90.0
8,2_padrao,1,0.2082,0.2039,0.215,0.215,80,0.4,0,-5140.93,8640.0,3499.07,12.0,90.0
9,2_padrao,1,0.1997,0.199,0.215,0.215,80,0.4,0,-5910.92,9600.0,3689.08,12.0,90.0
10,2_padrao,1,0.1952,0.1985,0.22,0.22,80,0.4,0,-6663.65,10560.0,3896.35,12.0,90.0
11,2_padrao,1,0.194,0.2003,0.22,0.22,80,0.4,0,-7366.76,11520.0,4153.24,12.0,90.0
12,2_padrao,1,0.1926,0.201,0.22,0.22,80,0.4,0,-7833.24,12480.0,4646.76,12.0,90.0
13,2_padrao,1,0.1927,0.2027,0.22,0.22,80,0.4,0,-8242.29,13440.0,5197.71,12.0,90.0
14,2_padrao,1,0.1938,0.2046,0.225,0.225,80,0.4,0,-8502.12,14400.0,5897.88,12.0,90.0
15,2_padrao,1,0.1956,0.207,0.22,0.22,80,0.4,0,-8682.69,15360.0,6677.31,12.0,90.0
16,2_padrao,1,0.1981,0.2098,0.215,0.215,80,0.4,0,-8830.19,16320.0,7489.81,12.0,90.0
17,2_padrao,1,0.2009,0.2128,0.22,0.22,80,0.4,0,-8953.49,17280.0,8326.51,12.0,90.0
18,2_padrao,1,0.2041,0.2161,0.22,0.22,80,0.4,0,-9071.13,18240.0,9168.87,12.0,90.0
19,2_padrao,1,0.2073,0.2191,0.22,0.22,80,0.4,0,-9209.68,19200.0,9990.32,12.0,90.0
20,2_padrao,1,0.2103,0.2223,0.235,0.235,80,0.4,0,-9350.76,20160.0,10809.24,12.0,90.0
21,2_padrao,1,0.2134,0.2253,0.235,0.235,80,0.4,0,-9476.33,21120.0,11643.67,12.0,90.0
22,2_padrao,1,0.2166,0.2284,0.235,0.235,80,0.4,0,-9604.73,22080.0,12475.27,12.0,90.0
23,2_padrao,1,0.2197,0.2314,0.235,0.235,80,0.4,0,-9727.39,23040.0,13312.61,12.0,90.0
24,2_padrao,1,0.2227,0.2343,0.235,0.235,80,0.4,0,-9844.33,24000.0,14155.67,12.0,90.0
25,2_padrao,1,0.2256,0.2371,0.235,0.235,80,0.4,0,-9964.67,24960.0,14995.33,12.0,90.0
26,2_padrao,1,0.2284,0.2397,0.24,0.24,80,0.4,0,-10079.69,25920.0,15840.31,12.0,90.0
27,2_padrao,1,0.231,0.2423,0.24,0.24,80,0.4,0,-10189.64,26880.0,16690.36,12.0,90.0
28,2_padrao,1,0.2336,0.2448,0.24,0.24,80,0.4,0,-10294.79,27840.0,17545.21,12.0,90.0
29,2_padrao,1,0.2362,0.2462,0.24,0.24,80,0.4,0,-10395.36,28800.0,18404.64,12.0,90.0
30,2_padrao,1,0.2375,0.2465,0.24,0.24,80,0.4,0,-10395.6,29664.0,19268.4,12.0,90.0
31,2_padrao,1,0.2378,0.2457,0.24,0.24,80,0.4,0,-10300.51,30432.0,20131.49,12.0,90.0
32,2_padrao,1,0.2369,0.2437,0.24,0.24,80,0.4,0,-10114.87,31104.0,20989.13,12.0,90.0
33,2_padrao,1,0.2349,0.2407,0.24,0.24,80,0.4,0,-9843.21,31680.0,21836.79,12.0,90.0
34,2_padrao,1,0.2319,0.2367,0.24,0.24,80,0.4,0,-9489.82,32160.0,22670.18,12.0,90.0
35,2_padrao,1,0.2262,0.2299,0.24,0.24,80,0.4,0,-9111.51,32544.0,23432.49,12.0,90.0
36,2_padrao,1,0.2194,0.2219,0.24,0.24,80,0.4,0,-8628.75,32832.0,24203.25,12.0,90.0
37,2_padrao,1,0.2114,0.2127,0.24,0.24,80,0.4,0,-8109.83,33024.0,24914.17,12.0,90.0
38,2_padrao,1,0.2023,0.2023,0.24,0.24,0,0.0,80,-7502.62,33120.0,25617.38,12.0,90.0
39,2_padrao,1,0.1785,0.1595,0.21,0.155,48,0.24,80,-7742.97,33696.0,25953.03,12.0,90.0
40,2_padrao,1,0.1593,0.1417,0.155,0.095,48,0.24,80,-8309.97,34272.0,25962.03,12.0,90.0
41,2_padrao,1,0.1417,0.126,0.095,0.02,48,0.24,80,-8885.97,34848.0,25962.03,12.0,90.0
42,2_padrao,1,0.1257,0.1121,0.02,0.02,48,0.24,80,-9443.97,35424.0,25980.03,12.0,90.0
43,2_padrao,1,0.112,0.1004,0.02,0.01,48,0.24,80,-10010.97,36000.0,25989.03,12.0,90.0
44,2_padrao,1,0.1004,0.0905,0.01,0.01,48,0.24,80,-10586.97,36576.0,25989.03,12.0,90.0
45,2_padrao,1,0.0905,0.0828,0.01,0.01,48,0.24,80,-11162.97,37152.0,25989.03,12.0,90.0
46,2_padrao,1,0.0828,0.0797,0.01,0.0,48,0.24,80,-11738.97,37728.0,25989.03,12.0,90.0
47,2_padrao,1,0.0792,0.0803,0.0,0.0,48,0.24,80,-12296.65,38304.0,26007.35,12.0,90.0
48,2_padrao,1,0.0771,0.0842,0.0,0.0,48,0.24,80,-12752.07,38880.0,26127.93,12.0,90.0
49,2_padrao,1,0.0792,0.0893,0.0,0.0,48,0.24,80,-13122.32,39456.0,26333.68,12.0,90.0
50,2_padrao,1,0.0807,0.091,0.0,0.0,48,0.24,80,-13288.05,40032.0,26743.95,12.0,90.0
51,2_padrao,1,0.0823,0.0931,0.0,0.0,48,0.24,80,-13447.83,40608.0,27160.17,12.0,90.0
52,2_padrao,1,0.0842,0.0949,0.0,0.0,48,0.24,80,-13592.95,41184.0,27591.05,12.0,90.0
53,2_padrao,1,0.0859,0.0967,0.0,0.0,48,0.24,80,-13723.01,41760.0,28036.99,12.0,90.0
54,2_padrao,1,0.0876,0.099,0.0,0.0,48,0.24,80,-13847.7,42336.0,28488.3,12.0,90.0
55,2_padrao,1,0.0898,0.1011,0.0,0.0,48,0.24,80,-13967.3,42912.0,28944.7,12.0,90.0
56,2_padrao,1,0.0917,0.1028,0.0,0.0,48,0.24,80,-14063.03,43488.0,29424.97,12.0,90.0
57,2_padrao,1,0.0934,0.1045,0.0,0.0,48,0.24,80,-14153.91,44064.0,29910.09,12.0,90.0
58,2_padrao,1,0.095,0.1061,0.0,0.0,48,0.24,80,-14240.19,44640.0,30399.81,12.0,90.0
59,2_padrao,1,0.0966,0.1076,0.0,0.0,48,0.24,80,-14322.09,45216.0,30893.91,12.0,90.0
60,2_padrao,1,0.098,0.109,0.0,0.0,48,0.24,80,-14399.84,45792.0,31392.16,12.0,90.0
61,2_padrao,1,0.0994,0.1103,0.0,0.0,48,0.24,80,-14473.64,46368.0,31894.36,12.0,90.0
62,2_padrao,1,0.1007,0.1116,0.0,0.0,48,0.24,80,-14543.68,46944.0,32400.32,12.0,90.0
63,2_padrao,1,0.102,0.1128,0.0,0.0,48,0.24,80,-14601.17,47520.0,32918.83,12.0,90.0
64,2_padrao,1,0.1032,0.1139,0.0,0.0,48,0.24,80,-14664.27,48096.0,33431.73,12.0,90.0
65,2_padrao,1,0.1042,0.115,0.0,0.0,48,0.24,80,-14724.16,48672.0,33947.84,12.0,90.0
66,2_padrao,1,0.1053,0.116,0.0,0.0,48,0.24,80,-14781.0,49248.0,34467.0,12.0,90.0
67,2_padrao,1,0.1063,0.1169,0.0,0.0,48,0.24,80,-14834.95,49824.0,34989.05,12.0,90.0
68,2_padrao,1,0.1072,0.1168,0.0,0.0,48,0.24,80,-14886.13,50400.0,35513.87,12.0,90.0
69,2_padrao,1,0.107,0.1155,0.0,0.0,48,0.24,80,-14877.09,50918.4,36041.31,12.0,90.0
70,2_padrao,1,0.1057,0.1132,0.0,0.0,48,0.24,80,-14810.85,51379.2,36568.35,12.0,90.0
71,2_padrao,1,0.1034,0.1099,0.0,0.0,48,0.24,80,-14690.26,51782.4,37092.14,12.0,90.0
72,2_padrao,1,0.1001,0.1055,0.0,0.0,48,0.24,80,-14518.04,52128.0,37609.96,12.0,90.0
73,2_padrao,1,0.0958,0.1002,0.0,0.0,48,0.24,80,-14296.77,52416.0,38119.23,12.0,90.0
74,2_padrao,1,0.0905,0.0939,0.0,0.0,48,0.24,80,-14028.9,52646.4,38617.5,12.0,90.0
75,2_padrao,1,0.0843,0.0866,0.0,0.0,48,0.24,80,-13716.76,52819.2,39102.44,12.0,90.0
76,2_padrao,1,0.0771,0.0783,0.0,0.0,48,0.24,80,-13353.57,52934.4,39580.83,12.0,90.0
77,2_padrao,1,0.069,0.069,0.0,0.0,0,0.0,128,-12959.44,52992.0,40032.56,12.0,90.0
78,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
79,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
80,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
81,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
82,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
83,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
84,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
85,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
86,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
87,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
88,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
89,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
90,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
91,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
92,2_padrao,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
93,2_padrao,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
94,2_padrao,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
95,2_padrao,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
96,2_padrao,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12759.61,52992.0,40232.39,12.0,90.0
97,2_padrao,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12750.61,52992.0,40241.39,12.0,90.0
98,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12732.61,52992.0,40259.39,12.0,90.0
99,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12714.6,52992.0,40277.4,12.0,90.0
100,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12714.6,52992.0,40277.4,12.0,90.0
101,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12705.6,52992.0,40286.4,12.0,90.0
102,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12696.59,52992.0,40295.41,12.0,90.0
103,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12696.59,52992.0,40295.41,12.0,90.0
104,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12669.58,52992.0,40322.42,12.0,90.0
105,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12669.58,52992.0,40322.42,12.0,90.0
106,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12651.57,52992.0,40340.43,12.0,90.0
107,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12624.56,52992.0,40367.44,12.0,90.0
108,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12606.56,52992.0,40385.44,12.0,90.0
109,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12606.56,52992.0,40385.44,12.0,90.0
110,2_padrao,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12588.55,52992.0,40403.45,12.0,90.0
111,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12561.54,52992.0,40430.46,12.0,90.0
112,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12543.53,52992.0,40448.47,12.0,90.0
113,2_padrao,1,0.068,0.068,0.0,0.0,0,0.0,128,-12534.53,52992.0,40457.47,12.0,90.0
114,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12525.53,52992.0,40466.47,12.0,90.0
115,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12507.52,52992.0,40484.48,12.0,90.0
116,2_padrao,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12507.52,52992.0,40484.48,12.0,90.0
117,2_padrao,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12498.52,52992.0,40493.48,12.0,90.0
118,2_padrao,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12498.52,52992.0,40493.48,12.0,90.0
119,2_padrao,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12471.51,52992.0,40520.49,12.0,90.0
120,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12453.5,52992.0,40538.5,12.0,90.0
121,2_padrao,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12453.5,52992.0,40538.5,12.0,90.0
122,2_padrao,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12426.49,52992.0,40565.51,12.0,90.0
123,2_padrao,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12408.48,52992.0,40583.52,12.0,90.0
124,2_padrao,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12408.48,52992.0,40583.52,12.0,90.0
125,2_padrao,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12408.48,52992.0,40583.52,12.0,90.0
126,2_padrao,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12408.48,52992.0,40583.52,12.0,90.0
127,2_padrao,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12408.48,52992.0,40583.52,12.0,90.0
128,2_padrao,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12399.48,52992.0,40592.52,12.0,90.0
129,2_padrao,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12399.48,52992.0,40592.52,12.0,90.0
130,2_padrao,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12381.47,52992.0,40610.53,12.0,90.0
131,2_padrao,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12381.47,52992.0,40610.53,12.0,90.0
132,2_padrao,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12381.47,52992.0,40610.53,12.0,90.0
133,2_padrao,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12372.47,52992.0,40619.53,12.0,90.0
134,2_padrao,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12363.47,52992.0,40628.53,12.0,90.0
135,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12363.47,52992.0,40628.53,12.0,90.0
136,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12363.47,52992.0,40628.53,12.0,90.0
137,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12363.47,52992.0,40628.53,12.0,90.0
138,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12363.47,52992.0,40628.53,12.0,90.0
139,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12354.46,52992.0,40637.54,12.0,90.0
140,2_padrao,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12336.45,52992.0,40655.55,12.0,90.0
141,2_padrao,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12318.45,52992.0,40673.55,12.0,90.0
142,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12309.45,52992.0,40682.55,12.0,90.0
143,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12309.45,52992.0,40682.55,12.0,90.0
144,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12309.45,52992.0,40682.55,12.0,90.0
145,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12300.44,52992.0,40691.56,12.0,90.0
146,2_padrao,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
147,2_padrao,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
148,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
149,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
150,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
151,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
152,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
153,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
154,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
155,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12291.44,52992.0,40700.56,12.0,90.0
156,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
157,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
158,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
159,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
160,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
161,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
162,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
163,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
164,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
165,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
166,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
167,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
168,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
169,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
170,2_padrao,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
171,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
172,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
173,2_padrao,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
174,2_padrao,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12282.44,52992.0,40709.56,12.0,90.0
175,2_padrao,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12273.44,52992.0,40718.56,12.0,90.0
176,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12273.44,52992.0,40718.56,12.0,90.0
177,2_padrao,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12273.44,52992.0,40718.56,12.0,90.0
178,2_padrao,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12237.43,52992.0,40754.57,12.0,90.0
179,2_padrao,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12219.42,52992.0,40772.58,12.0,90.0
180,2_padrao,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12210.42,52992.0,40781.58,12.0,90.0
181,2_padrao,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12201.41,52992.0,40790.59,12.0,90.0
182,2_padrao,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12201.41,52992.0,40790.59,12.0,90.0
183,2_padrao,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12174.4,52992.0,40817.6,12.0,90.0
184,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12165.4,52992.0,40826.6,12.0,90.0
185,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12165.4,52992.0,40826.6,12.0,90.0
186,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12138.39,52992.0,40853.61,12.0,90.0
187,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12138.39,52992.0,40853.61,12.0,90.0
188,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12102.37,52992.0,40889.63,12.0,90.0
189,2_padrao,1,0.067,0.067,0.0,0.0,0,0.0,128,-12084.36,52992.0,40907.64,12.0,90.0
190,2_padrao,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12057.35,52992.0,40934.65,12.0,90.0
